Cod_setor,Situacao_setor,V001,V002,V003,V004,V005,V006,V007,V008,V009,V010,V011,V012,V013,V014,V015,V016,V017,V018,V019,V020,V021,V022,V023,V024,V025,V026,V027,V028,V029,V030,V031,V032,V033,V034,V035,V036,V037,V038,V039,V040,V041,V042,V043,V044,V045,V046,V047,V048,V049,V050,V051,V052,V053,V054,V055,V056,V057,V058,V059,V060,V061,V062,V063,V064,V065,V066,V067,V068,V069,V070,V071,V072,V073,V074,V075,V076,V077,V078,V079,V080,V081,V082,V083,V084,V085,V086,V087,V088,V089,V090,V091,V092,V093,V094,V095,V096,V097,V098,V099,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110,V111,V112,V113,V114,V115,V116,V117,V118,V119,V120,V121,V122,V123,V124,V125,V126,V127,V128,V129,V130,V131,V132,V133,V134,V135,V136,V137,V138,V139,V140,V141,V142,V143,V144,V145,V146,V147,V148,V149,V150,V151,V152,V153,V154,V155,V156,V157,V158,V159,V160,V161,V162,V163,V164,V165,V166,V167,V168,V169,V170,V171,V172,V173,V174,V175,V176,V177,V178,V179,V180,V181,V182,V183,V184,V185,V186,V187,V188,V189,V190,V191,V192,V193,V194,V195,V196,V197,V198,V199,V200,V201,V202,V203,V204,V205,V206,V207,V208,V209,V210,V211,V212,V213,V214,V215,V216,V217,V218,V219,V220,V221,V222,V223,V224,V225,V226,V227,V228,V229,V230,V231,V232,V233,V234,V235,V236,V237,V238,V239,V240,V241,X244
270670305000044,4,157,157,157,0,0,146,0,9,0,2,0,157,0,0,0,157,2,153,0,0,0,2,0,154,145,9,0,0,0,0,0,0,0,3,157,0,157,0,0,0,0,0,157,157,0,0,157,0,0,17,33,35,27,25,10,4,0,1,5,16,9,20,27,18,21,6,5,7,2,0,0,0,0,0,18,13,5,0,0,0,13,8,9,4,4,5,10,11,1,1,1,0,0,2,2,1,0,1,0,146,0,9,0,2,0,157,0,0,0,157,2,153,0,0,0,2,0,154,145,9,0,0,3,157,0,157,0,0,0,0,0,157,157,0,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,0,0,157,2,153,0,0,0,2,0,154,0,0,0,0,0,0,0,0,0,0,0,0,NA
270670305000045,7,168,168,168,0,0,154,0,2,0,12,0,162,0,1,5,160,0,137,18,1,0,4,8,152,141,11,0,0,0,0,0,0,0,16,87,84,3,67,5,7,0,2,166,166,0,2,159,1,6,8,17,39,48,32,13,6,3,2,0,2,8,8,32,40,28,9,8,6,1,0,1,0,0,0,7,13,4,2,0,0,9,7,8,4,4,3,2,9,3,2,1,0,0,0,0,0,0,0,0,154,0,2,0,12,0,162,0,1,5,160,0,137,18,1,0,4,8,152,141,11,0,0,16,87,84,3,67,5,7,0,2,166,166,0,2,159,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,2,83,0,73,8,1,0,1,4,79,77,0,1,3,77,0,64,10,0,0,3,4,NA
270670305000046,8,157,154,154,0,0,119,2,0,26,6,1,50,84,1,19,102,2,64,25,8,1,2,52,91,85,5,1,0,0,0,0,0,0,63,3,3,0,110,3,34,4,0,105,103,2,49,84,13,6,38,18,30,20,17,10,6,8,3,4,10,32,11,16,8,9,2,13,30,2,0,0,0,0,0,9,8,1,0,0,0,7,14,12,8,8,8,8,6,9,2,1,1,0,1,0,1,0,0,0,119,2,0,26,6,1,50,84,1,19,102,2,64,25,8,1,2,52,91,85,5,1,0,63,3,3,0,110,3,34,4,0,105,103,2,49,84,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,3,47,84,1,19,99,2,61,25,8,1,2,52,NA
270670305000047,5,110,110,110,0,0,99,0,5,0,6,0,108,0,0,2,108,1,1,105,0,0,1,2,108,104,4,0,0,0,0,0,0,0,2,94,94,0,16,0,0,0,0,108,107,1,2,107,0,0,15,19,32,15,13,10,3,2,0,1,9,8,13,27,10,13,9,6,7,0,0,1,0,0,0,13,11,2,0,0,0,6,5,5,0,1,0,8,5,2,1,0,0,0,1,0,0,0,0,0,99,0,5,0,6,0,108,0,0,2,108,1,1,105,0,0,1,2,108,104,4,0,0,2,94,94,0,16,0,0,0,0,108,107,1,2,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,2,92,1,1,89,0,0,1,2,92,16,0,0,0,16,0,0,16,0,0,0,0,NA
270670305000048,8,72,72,72,0,0,66,1,1,1,3,0,58,1,0,13,67,0,26,31,2,2,6,5,60,56,4,0,0,0,0,0,0,0,12,19,18,1,45,2,6,0,0,63,63,0,9,61,0,2,7,13,20,12,11,5,4,0,0,0,4,7,8,16,5,8,5,2,7,0,0,0,0,0,0,8,6,2,0,0,0,5,4,7,3,0,2,0,3,2,1,0,0,0,2,1,0,0,0,1,66,1,1,1,3,0,58,1,0,13,67,0,26,31,2,2,6,5,60,56,4,0,0,12,19,18,1,45,2,6,0,0,63,63,0,9,61,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,19,0,6,10,0,1,2,0,17,39,1,0,13,48,0,20,21,2,1,4,5,NA
270670305000049,8,226,224,224,0,0,210,0,4,0,9,1,162,18,0,44,213,3,11,175,8,0,16,11,209,186,19,4,0,0,0,0,0,0,15,84,11,73,113,6,19,0,2,217,217,0,7,189,9,19,37,26,47,46,37,12,7,5,7,0,27,16,20,33,40,30,12,17,15,1,0,0,0,0,0,19,19,7,3,2,0,6,14,6,7,0,2,22,3,6,0,0,0,0,3,2,0,0,0,0,210,0,4,0,9,1,162,18,0,44,213,3,11,175,8,0,16,11,209,186,19,4,0,15,84,11,73,113,6,19,0,2,217,217,0,7,189,9,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,7,0,17,82,0,7,66,3,0,6,2,81,102,11,0,27,131,3,4,109,5,0,10,9,NA
270670305000050,8,204,203,202,0,0,164,0,7,9,23,0,89,5,0,109,162,0,158,0,0,0,4,41,153,139,8,3,2,1,0,0,0,0,50,65,65,0,111,9,17,0,1,201,201,0,2,182,18,1,26,32,37,30,30,16,12,9,4,7,9,27,16,19,26,25,12,27,24,3,0,0,0,0,0,13,7,7,5,0,1,16,18,4,5,4,5,2,12,7,1,0,0,0,4,3,0,0,0,0,164,0,7,9,22,0,89,5,0,108,161,0,157,0,0,0,4,41,153,139,8,3,3,49,65,65,0,110,9,17,0,1,200,200,0,2,181,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,7,61,0,59,0,0,0,2,4,59,31,5,0,102,101,0,99,0,0,0,2,37,NA
270670305000051,5,192,192,192,0,0,187,0,1,2,2,0,183,0,0,9,191,3,0,180,0,0,8,1,181,179,1,0,0,1,0,0,0,0,11,181,181,0,11,0,0,0,0,183,182,1,9,182,0,0,9,24,37,39,41,17,10,7,4,4,5,7,16,31,34,34,14,18,7,0,0,0,0,0,0,16,12,6,6,0,0,8,6,5,7,3,7,2,8,0,2,0,1,1,0,1,1,1,0,0,187,0,1,2,2,0,183,0,0,9,191,3,0,180,0,0,8,1,181,179,1,0,1,11,181,181,0,11,0,0,0,0,183,182,1,9,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,0,0,6,181,3,0,171,0,0,7,0,172,8,0,0,3,10,0,0,9,0,0,1,1,NA
270670305000052,8,169,167,167,0,0,139,2,3,14,8,1,91,11,1,64,127,0,0,116,2,2,7,40,90,87,2,0,0,0,0,1,0,0,77,62,59,3,87,10,7,1,0,153,151,2,14,125,3,23,19,24,34,30,32,14,10,2,0,2,6,23,17,23,25,25,10,12,16,7,0,0,0,0,0,10,11,2,0,0,1,7,11,5,7,4,2,3,6,5,1,1,0,0,1,2,0,0,0,0,139,2,3,14,8,1,91,11,1,64,127,0,0,116,2,2,7,40,90,87,2,0,1,77,62,59,3,87,10,7,1,0,153,151,2,14,125,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,3,57,0,0,51,0,2,4,5,51,32,11,1,61,70,0,0,65,2,0,3,35,NA
270670305000053,8,140,139,139,0,0,126,0,0,6,7,0,89,1,0,49,112,0,1,85,3,0,23,27,97,92,5,0,0,0,0,0,0,0,42,15,13,2,107,6,9,0,2,133,130,3,6,110,9,11,7,23,31,32,22,13,5,2,2,2,4,5,20,28,30,20,12,8,4,1,0,0,0,0,0,19,18,2,0,0,0,3,3,2,2,1,3,3,2,3,0,0,0,0,1,0,0,0,0,0,126,0,0,6,7,0,89,1,0,49,112,0,1,85,3,0,23,27,97,92,5,0,0,42,15,13,2,107,6,9,0,2,133,130,3,6,110,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,1,15,0,1,13,0,0,1,0,14,75,1,0,48,97,0,0,72,3,0,22,27,NA
270670305000054,7,63,63,63,0,0,61,0,0,0,2,0,63,0,0,0,62,0,62,0,0,0,0,1,40,39,0,0,0,0,1,0,0,0,23,1,0,1,53,0,9,0,0,63,63,0,0,61,2,0,5,12,16,16,9,2,2,0,0,1,7,1,5,15,11,7,1,3,1,0,0,0,0,0,0,5,5,1,0,0,0,7,1,5,2,1,0,4,4,1,5,0,0,0,3,0,0,0,0,0,61,0,0,0,2,0,63,0,0,0,62,0,62,0,0,0,0,1,40,39,0,0,1,23,1,0,1,53,0,9,0,0,63,63,0,0,61,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,62,0,0,0,61,0,61,0,0,0,0,1,NA
270670305000055,8,154,154,154,0,0,129,0,4,7,14,0,131,13,0,10,145,0,0,141,4,0,0,9,139,126,12,1,0,0,0,0,0,0,15,14,4,10,126,3,11,0,0,149,148,1,5,126,5,17,9,14,35,48,22,10,9,5,1,1,10,6,10,28,39,17,8,12,4,2,0,0,0,0,0,8,11,5,0,0,0,4,7,9,5,2,4,5,2,2,1,2,0,0,2,1,2,0,0,0,129,0,4,7,14,0,131,13,0,10,145,0,0,141,4,0,0,9,139,126,12,1,0,15,14,4,10,126,3,11,0,0,149,148,1,5,126,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,13,0,0,13,0,0,0,1,13,117,13,0,10,132,0,0,128,4,0,0,8,NA
270670305000056,7,161,154,153,0,0,137,2,1,1,13,0,137,3,0,14,91,0,5,80,0,0,6,63,54,54,0,0,0,0,0,0,0,0,100,42,13,29,68,0,43,0,1,138,119,19,16,86,6,27,16,24,27,30,24,19,8,3,2,1,8,12,16,23,26,21,18,13,11,1,0,0,0,0,0,15,8,8,3,2,1,8,4,4,3,1,1,5,5,2,1,1,0,0,3,0,0,0,0,0,137,2,1,1,12,0,136,3,0,14,90,0,5,79,0,0,6,63,54,54,0,0,0,99,41,13,28,68,0,43,0,1,137,118,19,16,86,6,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,0,6,27,0,3,23,0,0,1,15,15,102,2,0,8,64,0,2,57,0,0,5,48,NA
270670305000057,8,94,94,94,0,0,61,0,1,19,13,0,82,4,0,8,87,0,2,82,0,1,2,7,64,61,3,0,0,0,0,0,0,0,30,11,10,1,66,2,15,0,0,92,90,2,2,65,21,4,9,11,16,13,17,12,5,1,4,6,4,9,7,13,11,15,10,11,7,1,1,0,0,0,0,6,2,2,1,1,0,4,3,2,2,2,5,2,2,0,0,0,1,0,2,0,0,0,0,0,61,0,1,19,13,0,82,4,0,8,87,0,2,82,0,1,2,7,64,61,3,0,0,30,11,10,1,66,2,15,0,0,92,90,2,2,65,21,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,11,0,1,10,0,0,0,0,11,72,4,0,7,76,0,1,72,0,1,2,7,NA
270670305000058,1,213,213,213,0,0,176,4,25,0,8,0,185,1,0,27,202,4,5,158,31,0,4,11,200,193,7,0,0,0,0,0,0,0,13,205,200,5,1,0,6,0,1,204,204,0,9,187,5,12,19,34,49,45,28,18,11,3,2,4,9,20,16,27,29,19,10,8,15,3,1,1,0,0,0,13,12,6,1,1,0,18,22,16,9,8,12,4,14,8,3,0,0,0,4,1,0,0,0,0,176,4,25,0,8,0,185,1,0,27,202,4,5,158,31,0,4,11,200,193,7,0,0,13,205,200,5,1,0,6,0,1,204,204,0,9,187,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,1,0,25,196,4,5,153,30,0,4,9,194,6,0,0,2,6,0,0,5,1,0,0,2,NA
270670305000059,1,319,319,316,0,3,210,1,87,0,21,0,308,1,0,10,313,30,23,248,0,4,8,6,304,251,50,2,1,0,0,0,0,0,15,318,316,2,0,0,1,0,0,317,312,5,2,280,32,0,36,60,80,81,41,9,7,3,1,1,38,19,23,41,53,30,4,7,18,1,0,0,0,0,0,22,19,14,1,0,0,37,39,28,11,5,5,18,31,15,4,0,0,0,6,10,2,2,0,0,210,1,84,0,21,0,305,1,0,10,310,30,23,245,0,4,8,6,301,248,50,2,1,15,315,313,2,0,0,1,0,0,314,309,5,2,279,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,1,2,0,308,1,0,9,312,30,23,248,0,4,7,6,304,0,0,0,1,1,0,0,0,0,0,1,0,NA
270670305000060,1,280,280,279,1,0,215,8,49,0,8,0,277,2,0,1,280,0,3,241,34,0,2,0,277,226,41,9,0,1,0,0,0,0,3,279,11,268,1,0,0,0,0,278,278,0,2,267,9,2,24,50,75,60,41,18,6,6,0,0,21,19,26,47,35,29,14,5,15,4,0,0,0,0,0,22,19,8,2,1,0,24,28,25,12,4,7,9,19,11,6,1,0,0,5,7,0,0,0,0,215,8,48,0,8,0,276,2,0,1,279,0,3,240,34,0,2,0,276,225,41,9,1,3,278,10,268,1,0,0,0,0,277,277,0,2,266,9,2,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276,2,0,1,279,0,3,240,34,0,2,0,276,1,0,0,0,1,0,0,1,0,0,0,0,NA
270670305000061,1,259,258,258,0,0,174,28,48,1,7,0,255,0,0,3,258,14,13,226,2,0,3,0,257,182,65,9,1,0,0,0,0,0,1,256,255,1,0,0,0,0,2,257,257,0,1,245,2,10,18,51,55,60,38,23,7,3,2,1,27,4,28,38,38,23,16,7,4,0,0,0,0,0,0,28,22,8,3,0,0,23,17,22,15,7,6,14,15,4,7,3,0,0,8,4,1,0,0,0,174,28,48,1,7,0,255,0,0,3,258,14,13,226,2,0,3,0,257,182,65,9,1,1,256,255,1,0,0,0,0,2,257,257,0,1,245,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,0,0,3,256,14,13,224,2,0,3,0,255,2,0,0,0,2,0,0,2,0,0,0,0,NA
270670305000062,1,209,209,209,0,0,179,1,24,0,5,0,200,0,0,9,205,28,134,35,8,0,0,4,204,190,14,0,0,0,0,0,0,0,5,208,195,13,0,0,1,0,0,206,203,3,3,194,3,6,19,30,40,48,35,14,11,6,2,4,11,14,22,30,34,26,10,15,12,2,0,0,0,0,0,20,14,5,5,1,0,8,10,14,9,4,8,7,5,4,2,1,0,0,3,1,0,0,0,0,179,1,24,0,5,0,200,0,0,9,205,28,134,35,8,0,0,4,204,190,14,0,0,5,208,195,13,0,0,1,0,0,206,203,3,3,194,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,8,205,28,134,35,8,0,0,3,204,0,0,0,1,0,0,0,0,0,0,0,1,NA
270670305000063,1,222,222,222,0,0,198,0,2,1,21,0,221,0,0,1,222,9,82,130,0,0,1,0,222,220,2,0,0,0,0,0,0,0,0,220,197,23,2,0,0,0,0,220,220,0,2,217,2,1,17,38,75,43,23,14,4,3,3,2,18,10,10,35,20,12,5,3,9,1,0,0,0,0,0,9,14,12,2,0,0,28,40,23,11,9,9,8,24,8,4,1,0,0,4,4,2,0,0,0,198,0,2,1,21,0,221,0,0,1,222,9,82,130,0,0,1,0,222,220,2,0,0,0,220,197,23,2,0,0,0,0,220,220,0,2,217,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,0,0,1,220,9,81,129,0,0,1,0,220,2,0,0,0,2,0,1,1,0,0,0,0,NA
270670305000064,5,59,58,58,0,0,57,0,0,0,1,0,56,0,0,2,58,0,0,44,1,0,13,0,34,34,0,0,0,0,0,0,0,0,24,0,0,0,46,2,9,1,0,56,56,0,2,55,0,1,6,14,9,11,6,6,3,2,0,1,3,7,10,5,11,6,5,6,5,2,0,0,0,0,0,8,4,3,1,1,0,4,4,0,0,1,0,1,2,1,0,0,0,0,2,0,0,0,0,0,57,0,0,0,1,0,56,0,0,2,58,0,0,44,1,0,13,0,34,34,0,0,0,24,0,0,0,46,2,9,1,0,56,56,0,2,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,2,58,0,0,44,1,0,13,0,NA
270670305000065,4,57,57,57,0,0,48,0,7,0,2,0,51,0,0,6,47,7,0,40,0,0,0,10,44,44,0,0,0,0,0,0,0,0,13,57,57,0,0,0,0,0,0,55,55,0,2,55,0,0,10,13,7,16,6,2,2,1,0,0,6,6,10,2,13,3,1,2,5,1,0,0,0,0,0,9,0,4,0,0,0,3,5,3,3,1,1,5,3,1,1,1,0,0,0,0,1,0,0,0,48,0,7,0,2,0,51,0,0,6,47,7,0,40,0,0,0,10,44,44,0,0,0,13,57,57,0,0,0,0,0,0,55,55,0,2,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,6,47,7,0,40,0,0,0,10,44,0,0,0,0,0,0,0,0,0,0,0,0,NA
270670305000066,5,36,36,36,0,0,36,0,0,0,0,0,35,0,1,0,35,0,0,35,0,0,0,1,35,34,1,0,0,0,0,0,0,0,1,16,16,0,9,1,9,0,1,36,36,0,0,36,0,0,3,4,10,6,5,2,1,3,2,0,1,3,2,6,3,1,1,4,3,0,0,0,0,0,0,2,1,1,0,0,0,2,4,3,4,1,2,0,1,2,0,0,0,0,1,0,0,0,0,0,36,0,0,0,0,0,35,0,1,0,35,0,0,35,0,0,0,1,35,34,1,0,0,1,16,16,0,9,1,9,0,1,36,36,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,16,0,0,16,0,0,0,0,16,19,0,1,0,19,0,0,19,0,0,0,1,NA
270670305000067,7,53,53,53,0,0,51,0,1,0,1,0,31,14,0,8,48,0,0,43,5,0,0,5,45,42,3,0,0,0,0,0,0,0,8,42,2,40,7,0,4,0,0,51,51,0,2,49,0,2,1,6,12,16,9,6,2,1,0,0,1,0,4,10,15,8,6,2,0,0,0,0,0,0,0,4,6,3,0,0,0,2,2,1,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,51,0,1,0,1,0,31,14,0,8,48,0,0,43,5,0,0,5,45,42,3,0,0,8,42,2,40,7,0,4,0,0,51,51,0,2,49,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,8,0,6,39,0,0,35,4,0,0,3,37,3,6,0,2,9,0,0,8,1,0,0,2,NA
270670305000068,7,46,46,46,0,0,43,0,1,1,1,0,2,14,0,30,46,0,0,46,0,0,0,0,46,46,0,0,0,0,0,0,0,0,0,1,1,0,44,0,0,0,1,46,46,0,0,46,0,0,3,8,16,7,9,2,0,0,1,0,4,2,6,10,6,8,2,1,2,0,0,0,0,0,0,6,3,1,1,1,0,2,6,1,1,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,43,0,1,1,1,0,2,14,0,30,46,0,0,46,0,0,0,0,46,46,0,0,0,0,1,1,0,44,0,0,0,1,46,46,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,14,0,30,45,0,0,45,0,0,0,0,NA
